itemId,title,price,shop,link,source
1013706475099,蕉内氮气301Dry男士速干吸湿排汗针织连帽修身运动早春外套夹克,299.00,Bananain蕉内旗舰店,https://item.taobao.com/item.htm?id=1013706475099,browser
1013931191475,蕉内棉棉300Sleep女士睡衣带杯莫代尔吊带女款睡裙新款2026夏季莫代尔女士睡裙热卖榜·第7名¥159.00浙江杭州退货宝包邮9年老店Bananain蕉内旗舰店,520,Bananain蕉内旗舰店,https://item.taobao.com/item.htm?id=1013931191475,script
1014290986238,【刘浩存同款】蕉内301Dry女款速干修身上衣薄外套26早春运动外套,299.00,Bananain蕉内旗舰店,https://item.taobao.com/item.htm?id=1014290986238,browser
1014304750599,蕉内氮气302Dry女士速干吸湿排汗连帽短款运动外套女26早春薄外套,299.00,Bananain蕉内旗舰店,https://item.taobao.com/item.htm?id=1014304750599,browser
1014314366626,蕉内氮气301Dry女士速干直筒运动裤休闲裤白色裤子26夏季新款女裤直筒裤休闲自然腰¥219.00浙江杭州退货宝包邮9年老店Bananain蕉内旗舰店,505,Bananain蕉内旗舰店,https://item.taobao.com/item.htm?id=1014314366626,script
1014318490360,蕉内氮气501Dry男士防晒运动骑行宽檐鸭舌帽女士棒球帽春新款帽子,159.00,Bananain蕉内旗舰店,https://item.taobao.com/item.htm?id=1014318490360,browser
1014356303833,【叶一飞同款】蕉内银皮501Air男士内裤10A抗菌时尚舒适短裤3件装莫代尔抗菌平角裤¥159.00浙江杭州退货宝包邮回头客6万Bananain蕉内奥莱店,512,回头客6万Bananain蕉内奥莱店,https://item.taobao.com/item.htm?id=1014356303833,script
1014871229672,蕉内棉棉509Home男士家居服短袖长袖男款可外穿夏季新款睡衣2026青年圆领长袖¥359.00浙江杭州退货宝包邮9年老店Bananain蕉内旗舰店,520,Bananain蕉内旗舰店,https://item.taobao.com/item.htm?id=1014871229672,script
1014878697838,蕉内棉棉300Sleep棉莫睡裙带杯睡衣A类莫代尔透气及膝天猫超市睡裙热销榜·第1名¥199.00上海包邮14年老店天猫超市,520,Bananain蕉内旗舰店,https://item.taobao.com/item.htm?id=1014878697838,script
1015015237299,10A抗菌|蕉内银皮506S女士袜子花边蝴蝶结可爱新款吸汗防臭长筒袜四季通用抗菌简约¥59.00浙江杭州退货宝包邮9年老店Bananain蕉内旗舰店,10,Bananain蕉内旗舰店,https://item.taobao.com/item.htm?id=1015015237299,script
1015082213900,蕉内氧气301S聪明带无痕内衣女聚拢小胸细肩带粉底液隐形胸罩文胸隐形肩带文胸热卖榜·第10名¥129.00浙江杭州退货宝包邮9年老店Bananain蕉内旗舰店,511,Bananain蕉内旗舰店,https://item.taobao.com/item.htm?id=1015082213900,script
1015807499141,蕉内非常302Regular男女同款轻薄速干棉圆领男士短袖t恤上衣新款,119.00,Bananain蕉内旗舰店,https://item.taobao.com/item.htm?id=1015807499141,browser
1015856573462,10A抗菌|蕉内银皮303Air堆堆袜春夏女防臭白色袜子花边月子袜薄款四季通用抗菌简约¥59.00浙江杭州退货宝包邮9年老店Bananain蕉内旗舰店,10,Bananain蕉内旗舰店,https://item.taobao.com/item.htm?id=1015856573462,script
1015883303023,10A抗菌|蕉内银皮506Air女士中筒袜可爱花边吸汗防臭透气新款袜子四季通用抗菌简约¥59.00浙江杭州退货宝9年老店Bananain蕉内旗舰店,303,Bananain蕉内旗舰店,https://item.taobao.com/item.htm?id=1015883303023,script
1015897423070,蕉内凉皮302Cool女士速干防晒长袖亨利领t恤罩衫白色上衣夏季新款春季圆领长袖¥159.00浙江杭州退货宝包邮9年老店Bananain蕉内旗舰店,515,Bananain蕉内旗舰店,https://item.taobao.com/item.htm?id=1015897423070,script
1015918180448,蕉下凉感防晒衬衫AL016女春夏新款翻领上衣透气内搭轻薄宽松衬衣扣子长袖圣诞风¥227.00广东广州包邮回头客300万蕉下官方旗舰店,503,Bananain蕉内旗舰店,https://item.taobao.com/item.htm?id=1015918180448,script
1015935471526,蕉内氮气502Proof男士防泼水防晒机能立领轻薄户外运动马甲外套入选男士马甲热卖榜¥359.00浙江杭州已补20元退货宝包邮9年老店Bananain蕉内旗舰店,502,Bananain蕉内旗舰店,https://item.taobao.com/item.htm?id=1015935471526,script
1015946600631,蕉内氮气301Dry男士防晒运动宽檐鸭舌帽女士透气棒球帽春新款帽子,139.00,Bananain蕉内旗舰店,https://item.taobao.com/item.htm?id=1015946600631,browser
1016176966314,蕉内凉皮302Cool女士速干防晒圆领长袖透气舒适显瘦机能T恤26新款长袖圆领长袖¥159.00浙江杭州退货宝包邮回头客6万Bananain蕉内奥莱店,515,Bananain蕉内旗舰店,https://item.taobao.com/item.htm?id=1016176966314,script
1016417038223,【刘浩存同款】蕉内凉皮502UV防晒宽檐鸭舌帽女遮阳帽防晒帽帽子,199.00,Bananain蕉内旗舰店,https://item.taobao.com/item.htm?id=1016417038223,browser
1016458094999,蕉内凉皮303UV女士防晒双面渔夫帽防紫外线遮阳帽防晒帽新款帽子,179.00,Bananain蕉内旗舰店,https://item.taobao.com/item.htm?id=1016458094999,browser
1016515898246,10A抗菌|蕉内银皮520Color女士超级市场可爱短袜吸汗防臭透气袜子入选可爱卡通袜店铺榜¥29.00浙江杭州退货宝9年老店Bananain蕉内旗舰店,10,Bananain蕉内旗舰店,https://item.taobao.com/item.htm?id=1016515898246,script
1016529690521,10A抗菌|蕉内银皮520Color女士中筒袜植物园花卉潮流防臭透气袜子四季通用抗菌简约¥39.00浙江杭州退货宝9年老店Bananain蕉内旗舰店,10,Bananain蕉内旗舰店,https://item.taobao.com/item.htm?id=1016529690521,script
1016566731821,【刘浩存同款】蕉内凉皮502UVAir女透气立领收腰轻量户外防晒衣夏,359.00,Bananain蕉内奥莱店,https://item.taobao.com/item.htm?id=1016566731821,browser
1016636099566,蕉内非常502Regular男士速干水洗棉短袖感亨利领休闲凉感T恤新款休闲风速干宽松型¥159.00浙江杭州退货宝包邮回头客6万Bananain蕉内奥莱店,502,Bananain蕉内旗舰店,https://item.taobao.com/item.htm?id=1016636099566,script
1016695691450,真丝抱枕被子两用办公室午睡四季毯子二合一汽车内靠垫枕头车载被¥123.90广东深圳包邮广漫枝可迪专卖店,501,Bananain蕉内旗舰店,https://item.taobao.com/item.htm?id=1016695691450,script
1016920502744,蕉内棉棉305Home男士家居服套装大码纯棉夏季可外穿男款新款睡衣青年圆领套头¥219.00浙江杭州退货宝包邮9年老店Bananain蕉内旗舰店,520,Bananain蕉内旗舰店,https://item.taobao.com/item.htm?id=1016920502744,script
1017373229358,蕉内凉皮502Cool男士速干机能长袖t恤白色打底衫内搭上衣开春新款机能风速干国内知名品牌¥199.00浙江杭州退货宝包邮9年老店Bananain蕉内旗舰店,515,Bananain蕉内旗舰店,https://item.taobao.com/item.htm?id=1017373229358,script
1017373245429,蕉内非常501Regular女士弹力直筒休闲裤运动裤子2026新款夏季女裤入选女士运动休闲裤热卖榜¥299.00浙江杭州退货宝包邮9年老店Bananain蕉内旗舰店,505,Bananain蕉内旗舰店,https://item.taobao.com/item.htm?id=1017373245429,script
1017392045556,蕉内绒绒520H7A抗菌无异味可爱玩偶方巾浴室厨房吸水擦手巾毛巾聚酯纤维100%方巾¥89.00江苏苏州退货宝包邮9年老店Bananain蕉内旗舰店,3,Bananain蕉内旗舰店,https://item.taobao.com/item.htm?id=1017392045556,script
1018034311788,蕉内丝丝708Sleep男士随心裁四季大码短袖打底衫睡衣莫代尔背心四季通用纯色男¥149.00浙江杭州退货宝包邮9年老店Bananain蕉内旗舰店,2026,Bananain蕉内旗舰店,https://item.taobao.com/item.htm?id=1018034311788,script
1018040563550,蕉内非常502Regular男士速干棉感亨利领休闲运动商务短袖t恤衣服,159.00,Bananain蕉内旗舰店,https://item.taobao.com/item.htm?id=1018040563550,browser
1018041531148,蕉内非常303Relax男女情侣速干轻薄棉感宽松休闲短袖t恤白色上衣,119.00,Bananain蕉内旗舰店,https://item.taobao.com/item.htm?id=1018041531148,browser
1018060812597,蕉内凉皮502UVPro防晒全防护面罩空顶帽女遮阳帽防晒帽夏新款帽子,239.00,Bananain蕉内旗舰店,https://item.taobao.com/item.htm?id=1018060812597,browser
1018122424324,蕉内银皮523A女士内裤蕾丝性感高级透气无痕隐形新款三角裤女短裤入选舒适无痕内裤店铺榜¥59.00浙江杭州退货宝9年老店Bananain蕉内旗舰店,303,Bananain蕉内旗舰店,https://item.taobao.com/item.htm?id=1018122424324,script
1018125664345,蕉内氧气501P圆圆杯内衣女聚拢小胸显大美背性感胸罩无痕透气文胸入选零压感内衣店铺榜¥149.00浙江杭州退货宝包邮9年老店Bananain蕉内旗舰店,511,Bananain蕉内旗舰店,https://item.taobao.com/item.htm?id=1018125664345,script
1018126192744,蕉内氧气501S无痕蕾丝内衣女聚拢小胸收副乳防下垂胸罩美背文胸四季通用聚拢可调节肩带¥169.00浙江杭州退货宝包邮9年老店Bananain蕉内旗舰店,511,Bananain蕉内旗舰店,https://item.taobao.com/item.htm?id=1018126192744,script
1018132249547,蕉内绒绒520Home毛巾7A抑菌可爱玩偶方巾浴室厨房吸水擦手巾马卡龙色10736660051¥89.00江苏苏州退货宝包邮9年老店Bananain蕉内旗舰店,3,Bananain蕉内旗舰店,https://item.taobao.com/item.htm?id=1018132249547,script
1018144657715,蕉内凉皮303UV防晒双面渔夫帽大帽檐全遮挡双面双色遮阳帽女,179.00,天猫超市,https://item.taobao.com/item.htm?id=1018144657715,browser
1018147984627,[王一博同款]蕉内非常503Relax男女同款速干水洗棉短袖t恤新款夏,159.00,Bananain蕉内旗舰店,https://item.taobao.com/item.htm?id=1018147984627,browser
1018182939559,蕉内凉皮503Cool Air亨利领宽松长袖t恤女罩衫早春上衣26新款夏季春季亨利衫领长袖¥159.00浙江杭州已补6元退货宝包邮9年老店Bananain蕉内旗舰店,515,Bananain蕉内旗舰店,https://item.taobao.com/item.htm?id=1018182939559,script
1018229372371,蕉内氧气501S无痕蕾丝文胸套装内衣女聚拢小胸透气内裤美背胸罩四季青年女性聚拢¥228.00浙江杭州已补10元退货宝包邮9年老店Bananain蕉内旗舰店,511,Bananain蕉内旗舰店,https://item.taobao.com/item.htm?id=1018229372371,script
1018269719977,蕉内凉皮303UV Pro女士吸湿速干宽松防晒衣凉感皮肤衣收腰防晒服外套连帽2026年冬季¥279.00浙江杭州已补48元退货宝包邮9年老店Bananain蕉内旗舰店,502,Bananain蕉内旗舰店,https://item.taobao.com/item.htm?id=1018269719977,script
1018274803590,【李佳琦直播间618超级宠物节】蕉内凉皮505Cool Air男女士伞裤工装裤百搭自然腰¥359.00浙江杭州退货宝包邮9年老店Bananain蕉内旗舰店,505,Bananain蕉内旗舰店,https://item.taobao.com/item.htm?id=1018274803590,script
1018309115672,3件|蕉内氮气508Dry Air女士内裤运动无痕健身透气速干三角裤新款中腰速干女¥119.00浙江杭州退货宝包邮9年老店Bananain蕉内旗舰店,506,Bananain蕉内旗舰店,https://item.taobao.com/item.htm?id=1018309115672,script
1018322899042,蕉内凉皮305Cool Air女士防晒速干山本裤运动休闲裤阔腿裤夏新款入选女士运动休闲裤热卖榜¥199.00浙江杭州退货宝包邮9年老店Bananain蕉内旗舰店,502,Bananain蕉内旗舰店,https://item.taobao.com/item.htm?id=1018322899042,script
1018327027028,3件|蕉内小凉皮311CoolAir男童平角内裤儿童青少年薄冰丝透气速干,79.00,Bananain蕉内旗舰店,https://item.taobao.com/item.htm?id=1018327027028,browser
1018332463421,蕉内凉皮303UV Pro女士吸湿速干宽松防晒衣凉感皮肤衣收腰防晒服100+宽松型女¥279.00浙江杭州已补48元退货宝包邮9年老店Bananain蕉内旗舰店,502,Bananain蕉内旗舰店,https://item.taobao.com/item.htm?id=1018332463421,script
1018529615378,蕉内棉棉505Home男士家居短裤透气格纹纯棉居家宽松可外穿睡裤入选男士家居裤热卖榜¥139.00浙江杭州退货宝包邮9年老店Bananain蕉内旗舰店,520,Bananain蕉内旗舰店,https://item.taobao.com/item.htm?id=1018529615378,script
1018579539246,蕉内丝丝520Home女士透气冰丝缎面印花Pets Pets长袖睡裙新款2026长袖四季青年¥299.00浙江杭州退货宝包邮9年老店Bananain蕉内旗舰店,515,Bananain蕉内旗舰店,https://item.taobao.com/item.htm?id=1018579539246,script
1018580687591,蕉内棉棉305Home女士可外穿短袖睡衣吸汗大码2026新款夏女款睡裙长袖四季圆领¥159.00浙江杭州退货宝包邮9年老店Bananain蕉内旗舰店,300,Bananain蕉内旗舰店,https://item.taobao.com/item.htm?id=1018580687591,script
1018598997924,蕉内棉棉501Home女款无侧缝双层纱织家居套装纯棉男新款睡衣2026冬季睡衣套装热卖榜·第3名¥329.00浙江杭州退货宝包邮9年老店Bananain蕉内旗舰店,515,Bananain蕉内旗舰店,https://item.taobao.com/item.htm?id=1018598997924,script
1018655214051,冰丝透气|蕉内凉皮301CoolAir男士袜子吸汗防臭运动中筒袜夏薄款入选88VIP甄选运动袜好评榜¥69.00浙江杭州退货宝9年老店Bananain蕉内旗舰店,500,Bananain蕉内旗舰店,https://item.taobao.com/item.htm?id=1018655214051,script
1018672534790,蕉内非常520Color男女棉感刺绣超级市场宽松休闲短袖t恤情侣新款,159.00,Bananain蕉内旗舰店,https://item.taobao.com/item.htm?id=1018672534790,browser
1018677630964,【李佳琦618超级潮电家装节】蕉内氧气511A莫代尔文胸/罗纹内裤莫代尔文胸热卖榜·第2名¥149.00浙江杭州退货宝包邮9年老店Bananain蕉内旗舰店,511,Bananain蕉内旗舰店,https://item.taobao.com/item.htm?id=1018677630964,script
1018722935641,【达人专享】蕉内棉棉300Sleep女士莫代尔短袖吊带睡裙莫代尔女士睡裙热卖榜·第1名¥159.00浙江杭州退货宝包邮9年老店Bananain蕉内旗舰店,520,Bananain蕉内旗舰店,https://item.taobao.com/item.htm?id=1018722935641,script
1018830834850,【刘浩存同款】蕉内凉皮5系CoolAir长袖t恤白色罩衫女上衣新款夏春季V领长袖¥159.00浙江杭州已补6元退货宝包邮9年老店Bananain蕉内旗舰店,515,Bananain蕉内旗舰店,https://item.taobao.com/item.htm?id=1018830834850,script
1018895710363,蕉下女士polo短袖塑身上衣收腰修身显瘦正肩春夏透气速干内搭t恤亨利衫领短袖简约风¥199.00广东广州包邮回头客300万蕉下官方旗舰店,502,Bananain蕉内旗舰店,https://item.taobao.com/item.htm?id=1018895710363,script
1018903762376,【李佳琦直播间618时尚节】蕉内5系深睡系列男女士家居服,219.00,Bananain蕉内旗舰店,https://item.taobao.com/item.htm?id=1018903762376,browser
1018928858226,【所有女生的衣橱直播间】蕉内凉皮303UV Pro女士硬核防晒衣外套连帽2026年春季¥279.00浙江杭州退货宝包邮9年老店Bananain蕉内旗舰店,515,Bananain蕉内旗舰店,https://item.taobao.com/item.htm?id=1018928858226,script
1018948514398,【所有女生直播间】蕉内凉皮3系女士防晒帽,179.00,Bananain蕉内旗舰店,https://item.taobao.com/item.htm?id=1018948514398,browser
1018975150873,3件|蕉内小凉皮501Cool儿童内裤男童平角短裤全网眼凉感薄青少年入选蕉内儿童内裤热卖榜¥109.00浙江杭州退货宝包邮9年老店Bananain蕉内旗舰店,3,Bananain蕉内旗舰店,https://item.taobao.com/item.htm?id=1018975150873,script
1018980466444,蕉内非常303Relax男女同款速干轻薄棉感圆领宽松短袖休闲T恤,119.00,Bananain蕉内旗舰店,https://item.taobao.com/item.htm?id=1018980466444,browser
1018995314919,【达人专享】蕉内氮气305Dry男女士速干吸湿排汗针织短裤直筒裤休闲自然腰¥179.00浙江杭州退货宝包邮9年老店Bananain蕉内旗舰店,506,Bananain蕉内旗舰店,https://item.taobao.com/item.htm?id=1018995314919,script
1019002386850,【王一博同款】蕉内凉皮502UV男女同款防晒衣机能外套防晒服户外防晒衣好价榜·第9名¥379.00浙江杭州已补35元退货宝包邮9年老店Bananain蕉内旗舰店,502,Bananain蕉内旗舰店,https://item.taobao.com/item.htm?id=1019002386850,script
1019009855273,蕉内凉皮502UV男士防晒手套女士防紫外线骑车开车户外夏新款手套连指手套Bananain/蕉内锦纶¥79.00浙江杭州退货宝包邮9年老店Bananain蕉内旗舰店,502,Bananain蕉内旗舰店,https://item.taobao.com/item.htm?id=1019009855273,script
1019018007232,蕉内丝丝520H Pets冰丝家居服女士带胸垫情侣2026新款睡衣女男款夏,259.00,Bananain蕉内旗舰店,https://item.taobao.com/item.htm?id=1019018007232,browser
1019178902482,【李佳琦直播间618防晒节】蕉内凉皮3系女士吸湿速干防晒衣立领2026年春季长袖¥239.00浙江杭州退货宝包邮9年老店Bananain蕉内旗舰店,502,Bananain蕉内旗舰店,https://item.taobao.com/item.htm?id=1019178902482,script
1019225974411,【刘浩存同款】蕉内深睡512Sleep女士恒温家居服女款睡衣2026新款,259.00,Bananain蕉内旗舰店,https://item.taobao.com/item.htm?id=1019225974411,browser
1019361394594,3件|蕉内银皮511A女士内裤莫代尔运动透气三角裤女新款高级短裤条纹中腰抗菌¥139.00浙江杭州退货宝包邮9年老店Bananain蕉内旗舰店,3,Bananain蕉内旗舰店,https://item.taobao.com/item.htm?id=1019361394594,script
1019372042443,【达人专享】蕉内棉棉3系女士睡衣带杯莫代尔夏长袖短袖睡裙长袖四季圆领¥159.00浙江杭州退货宝包邮9年老店Bananain蕉内旗舰店,300,Bananain蕉内旗舰店,https://item.taobao.com/item.htm?id=1019372042443,script
1019406765942,蕉内凉皮501Cool男士吸汗冰丝运动网眼汗衫打底衫夏睡衣上装背心夏季纯色男¥99.00浙江杭州退货宝包邮9年老店Bananain蕉内旗舰店,501,Bananain蕉内旗舰店,https://item.taobao.com/item.htm?id=1019406765942,script
1019559673246,【李佳琦直播间618时尚节】蕉内凉皮502UV男女同款均衡防晒衣,379.00,Bananain蕉内旗舰店,https://item.taobao.com/item.htm?id=1019559673246,browser
1019786985566,【所有女生直播间】蕉内棉棉520H女士泡泡纱家居服青年翻领对襟¥289.00浙江杭州退货宝包邮9年老店Bananain蕉内旗舰店,520,Bananain蕉内旗舰店,https://item.taobao.com/item.htm?id=1019786985566,script
1019817745297,【王一博同款】蕉内凉皮502UV男女同款防晒衣防泼水外套防晒服入选时尚防晒服品牌榜¥379.00浙江杭州已补23元退货宝包邮9年老店Bananain蕉内旗舰店,502,Bananain蕉内旗舰店,https://item.taobao.com/item.htm?id=1019817745297,script
1019825553321,【达人专享】蕉内凉皮502UV凉感手套男女士透气防滑骑行冰丝防晒入选户外手套热卖榜¥79.00浙江杭州退货宝包邮9年老店Bananain蕉内旗舰店,502,Bananain蕉内旗舰店,https://item.taobao.com/item.htm?id=1019825553321,script
1019834061494,蕉内小凉皮502UV男女童防泼水斜分割拼色均衡防晒衣防水户外凉感,259.00,Bananain蕉内旗舰店,https://item.taobao.com/item.htm?id=1019834061494,browser
1019856981589,3双|蕉内小凉皮302Cool儿童袜子网眼凉感短筒袜男女童春夏薄款,49.00,Bananain蕉内旗舰店,https://item.taobao.com/item.htm?id=1019856981589,browser
1019868093786,蕉内凉皮303UVPro女士吸湿速干轻薄透气防晒衣凉感宽松防晒服女款薄款连帽2026年春季¥279.00浙江杭州已补48元退货宝包邮9年老店Bananain蕉内旗舰店,502,Bananain蕉内旗舰店,https://item.taobao.com/item.htm?id=1019868093786,script
1019884801596,【王一博同款】蕉内凉皮502UV男女同款防晒衣机能轻薄户外外套男入选户外防晒男装店铺榜¥379.00浙江杭州已补35元退货宝包邮9年老店Bananain蕉内旗舰店,502,Bananain蕉内旗舰店,https://item.taobao.com/item.htm?id=1019884801596,script
1019889605063,【刘浩存同款】蕉内凉皮502UVAir女士收腰修身防晒衣外套防晒服女,359.00,Bananain蕉内旗舰店,https://item.taobao.com/item.htm?id=1019889605063,browser
1019897890478,蕉内凉皮502UVPro女士防晒全防护面罩空顶帽遮阳帽防晒帽新款帽子,239.00,Bananain蕉内旗舰店,https://item.taobao.com/item.htm?id=1019897890478,browser
1019914327589,蕉内氧气501A舒服蕾内衣女花瓣杯文胸小胸聚拢性感透气蕾丝胸罩,169.00,Bananain蕉内旗舰店,https://item.taobao.com/item.htm?id=1019914327589,browser
1019928935680,蕉内氧气501A舒服蕾花瓣杯蕾丝法式性感美背文胸聚拢胸罩内衣女四季通用聚拢可调节肩带¥169.00浙江杭州退货宝包邮9年老店Bananain蕉内旗舰店,511,Bananain蕉内旗舰店,https://item.taobao.com/item.htm?id=1019928935680,script
1019949623056,[王一博同款]蕉内凉皮502CoolAir男士速干衣透气短袖t恤健身上衣,199.00,Bananain蕉内旗舰店,https://item.taobao.com/item.htm?id=1019949623056,browser
1019969879570,蕉内凉皮501CoolPro女士带胸垫吊带背心内搭黑色上衣美背新款春夏修身百搭背带¥159.00浙江杭州退货宝包邮9年老店Bananain蕉内旗舰店,501,Bananain蕉内旗舰店,https://item.taobao.com/item.htm?id=1019969879570,script
1020055709764,蕉内凉皮502UV男士防晒轻便户外渔夫帽女士户外遮阳防晒帽帽子,179.00,Bananain蕉内旗舰店,https://item.taobao.com/item.htm?id=1020055709764,browser
1020109645021,【刘浩存同款】蕉内棉棉520Home泡泡纱家居服少女睡衣女款夏季分体式家居服套装热卖榜·第7名¥299.00浙江杭州退货宝包邮9年老店Bananain蕉内旗舰店,520,Bananain蕉内旗舰店,https://item.taobao.com/item.htm?id=1020109645021,script
1020110993443,蕉内棉棉520Home男士速干短袖家居服短袖情侣睡衣女款2026新款圆领套头短袖¥259.00浙江杭州退货宝包邮9年老店Bananain蕉内旗舰店,520,Bananain蕉内旗舰店,https://item.taobao.com/item.htm?id=1020110993443,script
1020112065499,蕉内深睡512Sleep女士恒温提花吊带女款家居服2026新款睡裙,199.00,Bananain蕉内旗舰店,https://item.taobao.com/item.htm?id=1020112065499,browser
1020112569048,蕉内凉皮505CoolAir男士速干裤机能防晒休闲裤降落伞长裤新款裤子防晒中腰休闲¥359.00浙江杭州已补6元退货宝包邮9年老店Bananain蕉内旗舰店,502,Bananain蕉内旗舰店,https://item.taobao.com/item.htm?id=1020112569048,script
